,checkout_kiosk,return_kiosk,trip_count,checkout_lat,checkout_long,return_lat,return_long
432,Rainey St @ Cummings,Sterzing at Barton Springs,39,30.25579,-97.73982,30.264059999999997,-97.76385
245,Barton Springs Pool,Sterzing at Barton Springs,63,30.26452,-97.7712,30.264059999999997,-97.76385
261,Pfluger Bridge @ W 2nd Street,Sterzing at Barton Springs,59,30.26717,-97.75484,30.264059999999997,-97.76385
454,Palmer Auditorium,Sterzing at Barton Springs,38,30.25971,-97.75346,30.264059999999997,-97.76385
509,Congress & Cesar Chavez,Sterzing at Barton Springs,33,30.26332,-97.74508,30.264059999999997,-97.76385
797,South Congress & Barton Springs at the Austin American-Statesman,Sterzing at Barton Springs,21,30.258390000000002,-97.74592,30.264059999999997,-97.76385
47,Sterzing at Barton Springs,Sterzing at Barton Springs,299,30.264059999999997,-97.76385,30.264059999999997,-97.76385
471,Long Center @ South 1st & Riverside,Sterzing at Barton Springs,36,30.25941,-97.74971,30.264059999999997,-97.76385
659,2nd & Congress,Sterzing at Barton Springs,26,30.26408,-97.74355,30.264059999999997,-97.76385
674,3rd & West,Sterzing at Barton Springs,25,30.2678,-97.75189,30.264059999999997,-97.76385
663,5th & Bowie,Sterzing at Barton Springs,25,30.2696,-97.75332,30.264059999999997,-97.76385
368,Barton Springs @ Kinney Ave,Sterzing at Barton Springs,45,30.261999999999997,-97.76118000000001,30.264059999999997,-97.76385
347,Hollow Creek & Barton Hills,Sterzing at Barton Springs,47,30.261390000000002,-97.77234,30.264059999999997,-97.76385
212,Riverside @ S. Lamar,Barton Springs Pool,74,30.264459999999996,-97.75665,30.26452,-97.7712
141,Zilker Park,Barton Springs Pool,104,30.2659,-97.76822,30.26452,-97.7712
326,MoPac Pedestrian Bridge @ Veterans Drive,Barton Springs Pool,49,30.274659999999997,-97.77028,30.26452,-97.7712
453,Rainey St @ Cummings,Barton Springs Pool,38,30.25579,-97.73982,30.26452,-97.7712
26,Barton Springs Pool,Barton Springs Pool,470,30.26452,-97.7712,30.26452,-97.7712
336,Pfluger Bridge @ W 2nd Street,Barton Springs Pool,49,30.26717,-97.75484,30.26452,-97.7712
371,Palmer Auditorium,Barton Springs Pool,44,30.25971,-97.75346,30.26452,-97.7712
595,Congress & Cesar Chavez,Barton Springs Pool,29,30.26332,-97.74508,30.26452,-97.7712
777,South Congress & Barton Springs at the Austin American-Statesman,Barton Springs Pool,21,30.258390000000002,-97.74592,30.26452,-97.7712
335,Sterzing at Barton Springs,Barton Springs Pool,49,30.264059999999997,-97.76385,30.26452,-97.7712
504,Long Center @ South 1st & Riverside,Barton Springs Pool,33,30.25941,-97.74971,30.26452,-97.7712
521,2nd & Congress,Barton Springs Pool,32,30.26408,-97.74355,30.26452,-97.7712
434,City Hall / Lavaca & 2nd,Barton Springs Pool,39,30.26476,-97.74678,30.26452,-97.7712
618,Davis at Rainey Street,Barton Springs Pool,28,30.26019,-97.73845,30.26452,-97.7712
506,3rd & West,Barton Springs Pool,33,30.2678,-97.75189,30.26452,-97.7712
752,South Congress & Elizabeth,Barton Springs Pool,22,30.24891,-97.75019,30.26452,-97.7712
445,Barton Springs @ Kinney Ave,Barton Springs Pool,38,30.261999999999997,-97.76118000000001,30.26452,-97.7712
675,South Congress & James,Barton Springs Pool,25,30.25103,-97.74925999999999,30.26452,-97.7712
219,Riverside @ S. Lamar,Congress & Cesar Chavez,71,30.264459999999996,-97.75665,30.26332,-97.74508
243,Zilker Park,Congress & Cesar Chavez,64,30.2659,-97.76822,30.26332,-97.74508
198,MoPac Pedestrian Bridge @ Veterans Drive,Congress & Cesar Chavez,78,30.274659999999997,-97.77028,30.26332,-97.74508
488,Lakeshore @ Austin Hostel,Congress & Cesar Chavez,35,30.24472,-97.72336,30.26332,-97.74508
113,Rainey St @ Cummings,Congress & Cesar Chavez,134,30.25579,-97.73982,30.26332,-97.74508
693,Nash Hernandez @ RBJ South,Congress & Cesar Chavez,24,30.251890000000003,-97.73323,30.26332,-97.74508
628,Barton Springs Pool,Congress & Cesar Chavez,27,30.26452,-97.7712,30.26332,-97.74508
496,Pfluger Bridge @ W 2nd Street,Congress & Cesar Chavez,34,30.26717,-97.75484,30.26332,-97.74508
534,Palmer Auditorium,Congress & Cesar Chavez,32,30.25971,-97.75346,30.26332,-97.74508
41,Congress & Cesar Chavez,Congress & Cesar Chavez,316,30.26332,-97.74508,30.26332,-97.74508
530,South Congress & Barton Springs at the Austin American-Statesman,Congress & Cesar Chavez,32,30.258390000000002,-97.74592,30.26332,-97.74508
800,Sterzing at Barton Springs,Congress & Cesar Chavez,21,30.264059999999997,-97.76385,30.26332,-97.74508
643,Long Center @ South 1st & Riverside,Congress & Cesar Chavez,27,30.25941,-97.74971,30.26332,-97.74508
381,2nd & Congress,Congress & Cesar Chavez,44,30.26408,-97.74355,30.26332,-97.74508
352,Capitol Station / Congress & 11th,Congress & Cesar Chavez,46,30.2726,-97.74127,30.26332,-97.74508
747,City Hall / Lavaca & 2nd,Congress & Cesar Chavez,22,30.26476,-97.74678,30.26332,-97.74508
637,Davis at Rainey Street,Congress & Cesar Chavez,27,30.26019,-97.73845,30.26332,-97.74508
684,Red River/Cesar Chavez @ The Fairmont,Congress & Cesar Chavez,25,30.26212,-97.73815,30.26332,-97.74508
705,South Congress & James,Congress & Cesar Chavez,24,30.25103,-97.74925999999999,30.26332,-97.74508
207,South Congress & Academy,Congress & Cesar Chavez,75,30.252259999999996,-97.74854,30.26332,-97.74508
223,Riverside @ S. Lamar,City Hall / Lavaca & 2nd,68,30.264459999999996,-97.75665,30.26476,-97.74678
501,Zilker Park,City Hall / Lavaca & 2nd,33,30.2659,-97.76822,30.26476,-97.74678
596,MoPac Pedestrian Bridge @ Veterans Drive,City Hall / Lavaca & 2nd,29,30.274659999999997,-97.77028,30.26476,-97.74678
132,Rainey St @ Cummings,City Hall / Lavaca & 2nd,109,30.25579,-97.73982,30.26476,-97.74678
517,Barton Springs Pool,City Hall / Lavaca & 2nd,32,30.26452,-97.7712,30.26476,-97.74678
415,Pfluger Bridge @ W 2nd Street,City Hall / Lavaca & 2nd,40,30.26717,-97.75484,30.26476,-97.74678
275,Palmer Auditorium,City Hall / Lavaca & 2nd,56,30.25971,-97.75346,30.26476,-97.74678
671,Sterzing at Barton Springs,City Hall / Lavaca & 2nd,25,30.264059999999997,-97.76385,30.26476,-97.74678
210,Long Center @ South 1st & Riverside,City Hall / Lavaca & 2nd,74,30.25941,-97.74971,30.26476,-97.74678
476,2nd & Congress,City Hall / Lavaca & 2nd,35,30.26408,-97.74355,30.26476,-97.74678
630,Capitol Station / Congress & 11th,City Hall / Lavaca & 2nd,27,30.2726,-97.74127,30.26476,-97.74678
715,Boardwalk West,City Hall / Lavaca & 2nd,23,30.25457,-97.74258,30.26476,-97.74678
433,8th & Congress,City Hall / Lavaca & 2nd,39,30.2698,-97.74186,30.26476,-97.74678
83,City Hall / Lavaca & 2nd,City Hall / Lavaca & 2nd,175,30.26476,-97.74678,30.26476,-97.74678
290,Davis at Rainey Street,City Hall / Lavaca & 2nd,54,30.26019,-97.73845,30.26476,-97.74678
177,3rd & West,City Hall / Lavaca & 2nd,85,30.2678,-97.75189,30.26476,-97.74678
403,5th & Bowie,City Hall / Lavaca & 2nd,42,30.2696,-97.75332,30.26476,-97.74678
533,South Congress & Elizabeth,City Hall / Lavaca & 2nd,32,30.24891,-97.75019,30.26476,-97.74678
448,Nueces & 3rd,City Hall / Lavaca & 2nd,38,30.26697,-97.74929,30.26476,-97.74678
475,17th & Guadalupe,City Hall / Lavaca & 2nd,35,30.279740000000004,-97.74254,30.26476,-97.74678
734,Henderson & 9th,City Hall / Lavaca & 2nd,23,30.272170000000003,-97.75246,30.26476,-97.74678
430,Brazos & 6th,City Hall / Lavaca & 2nd,40,30.267540000000004,-97.74154,30.26476,-97.74678
794,Convention Center / 4th St. @ MetroRail,City Hall / Lavaca & 2nd,21,30.26483,-97.73899999999999,30.26476,-97.74678
279,Riverside @ S. Lamar,South Congress & Barton Springs at the Austin American-Statesman,55,30.264459999999996,-97.75665,30.258390000000002,-97.74592
322,Zilker Park,South Congress & Barton Springs at the Austin American-Statesman,50,30.2659,-97.76822,30.258390000000002,-97.74592
770,MoPac Pedestrian Bridge @ Veterans Drive,South Congress & Barton Springs at the Austin American-Statesman,21,30.274659999999997,-97.77028,30.258390000000002,-97.74592
270,Lakeshore @ Austin Hostel,South Congress & Barton Springs at the Austin American-Statesman,57,30.24472,-97.72336,30.258390000000002,-97.74592
195,Rainey St @ Cummings,South Congress & Barton Springs at the Austin American-Statesman,80,30.25579,-97.73982,30.258390000000002,-97.74592
478,Barton Springs Pool,South Congress & Barton Springs at the Austin American-Statesman,35,30.26452,-97.7712,30.258390000000002,-97.74592
394,Lakeshore & Pleasant Valley,South Congress & Barton Springs at the Austin American-Statesman,42,30.24258,-97.71726,30.258390000000002,-97.74592
384,Palmer Auditorium,South Congress & Barton Springs at the Austin American-Statesman,43,30.25971,-97.75346,30.258390000000002,-97.74592
287,Congress & Cesar Chavez,South Congress & Barton Springs at the Austin American-Statesman,54,30.26332,-97.74508,30.258390000000002,-97.74592
45,South Congress & Barton Springs at the Austin American-Statesman,South Congress & Barton Springs at the Austin American-Statesman,305,30.258390000000002,-97.74592,30.258390000000002,-97.74592
466,Sterzing at Barton Springs,South Congress & Barton Springs at the Austin American-Statesman,37,30.264059999999997,-97.76385,30.258390000000002,-97.74592
117,2nd & Congress,South Congress & Barton Springs at the Austin American-Statesman,128,30.26408,-97.74355,30.258390000000002,-97.74592
447,Capitol Station / Congress & 11th,South Congress & Barton Springs at the Austin American-Statesman,38,30.2726,-97.74127,30.258390000000002,-97.74592
401,Boardwalk West,South Congress & Barton Springs at the Austin American-Statesman,42,30.25457,-97.74258,30.258390000000002,-97.74592
546,Davis at Rainey Street,South Congress & Barton Springs at the Austin American-Statesman,31,30.26019,-97.73845,30.258390000000002,-97.74592
369,South Congress & Elizabeth,South Congress & Barton Springs at the Austin American-Statesman,45,30.24891,-97.75019,30.258390000000002,-97.74592
344,South Congress & James,South Congress & Barton Springs at the Austin American-Statesman,47,30.25103,-97.74925999999999,30.258390000000002,-97.74592
531,South Congress & Academy,South Congress & Barton Springs at the Austin American-Statesman,32,30.252259999999996,-97.74854,30.258390000000002,-97.74592
704,Brazos & 6th,South Congress & Barton Springs at the Austin American-Statesman,24,30.267540000000004,-97.74154,30.258390000000002,-97.74592
489,South Congress @ Bouldin Creek,South Congress & Barton Springs at the Austin American-Statesman,35,30.25495,-97.74755,30.258390000000002,-97.74592
312,Riverside @ S. Lamar,Lakeshore & Pleasant Valley,51,30.264459999999996,-97.75665,30.24258,-97.71726
124,Lakeshore @ Austin Hostel,Lakeshore & Pleasant Valley,114,30.24472,-97.72336,30.24258,-97.71726
469,Rainey St @ Cummings,Lakeshore & Pleasant Valley,36,30.25579,-97.73982,30.24258,-97.71726
642,Pfluger Bridge @ W 2nd Street,Lakeshore & Pleasant Valley,27,30.26717,-97.75484,30.24258,-97.71726
32,Lakeshore & Pleasant Valley,Lakeshore & Pleasant Valley,401,30.24258,-97.71726,30.24258,-97.71726
634,South Congress & Barton Springs at the Austin American-Statesman,Lakeshore & Pleasant Valley,27,30.258390000000002,-97.74592,30.24258,-97.71726
255,Boardwalk West,Lakeshore & Pleasant Valley,60,30.25457,-97.74258,30.24258,-97.71726
377,Riverside @ S. Lamar,Palmer Auditorium,44,30.264459999999996,-97.75665,30.25971,-97.75346
310,Zilker Park,Palmer Auditorium,52,30.2659,-97.76822,30.25971,-97.75346
633,MoPac Pedestrian Bridge @ Veterans Drive,Palmer Auditorium,27,30.274659999999997,-97.77028,30.25971,-97.75346
382,Barton Springs Pool,Palmer Auditorium,44,30.26452,-97.7712,30.25971,-97.75346
82,Pfluger Bridge @ W 2nd Street,Palmer Auditorium,176,30.26717,-97.75484,30.25971,-97.75346
72,Palmer Auditorium,Palmer Auditorium,223,30.25971,-97.75346,30.25971,-97.75346
289,Congress & Cesar Chavez,Palmer Auditorium,54,30.26332,-97.74508,30.25971,-97.75346
676,Sterzing at Barton Springs,Palmer Auditorium,25,30.264059999999997,-97.76385,30.25971,-97.75346
493,Long Center @ South 1st & Riverside,Palmer Auditorium,34,30.25941,-97.74971,30.25971,-97.75346
749,2nd & Congress,Palmer Auditorium,22,30.26408,-97.74355,30.25971,-97.75346
235,City Hall / Lavaca & 2nd,Palmer Auditorium,66,30.26476,-97.74678,30.25971,-97.75346
450,Republic Square @ 5th & Guadalupe,Palmer Auditorium,38,30.267529999999997,-97.74805,30.25971,-97.75346
175,3rd & West,Palmer Auditorium,87,30.2678,-97.75189,30.25971,-97.75346
525,Convention Center / 3rd & Trinity,Palmer Auditorium,32,30.264259999999997,-97.74023000000001,30.25971,-97.75346
765,6th & Congress,Palmer Auditorium,22,30.26822,-97.74285,30.25971,-97.75346
121,5th & Bowie,Palmer Auditorium,118,30.2696,-97.75332,30.25971,-97.75346
552,Barton Springs @ Kinney Ave,Palmer Auditorium,31,30.261999999999997,-97.76118000000001,30.25971,-97.75346
307,Hollow Creek & Barton Hills,Palmer Auditorium,53,30.261390000000002,-97.77234,30.25971,-97.75346
286,East 6th & Pedernales St.,Palmer Auditorium,54,30.25895,-97.71475,30.25971,-97.75346
718,Convention Center / 4th St. @ MetroRail,Palmer Auditorium,23,30.26483,-97.73899999999999,30.25971,-97.75346
480,Riverside @ S. Lamar,Nash Hernandez @ RBJ South,35,30.264459999999996,-97.75665,30.251890000000003,-97.73323
375,Lakeshore @ Austin Hostel,Nash Hernandez @ RBJ South,44,30.24472,-97.72336,30.251890000000003,-97.73323
216,Rainey St @ Cummings,Nash Hernandez @ RBJ South,72,30.25579,-97.73982,30.251890000000003,-97.73323
22,Nash Hernandez @ RBJ South,Nash Hernandez @ RBJ South,516,30.251890000000003,-97.73323,30.251890000000003,-97.73323
647,Congress & Cesar Chavez,Nash Hernandez @ RBJ South,26,30.26332,-97.74508,30.251890000000003,-97.73323
652,Boardwalk West,Nash Hernandez @ RBJ South,26,30.25457,-97.74258,30.251890000000003,-97.73323
346,East 4th & Chicon,Nash Hernandez @ RBJ South,47,30.259870000000003,-97.72373,30.251890000000003,-97.73323
486,Riverside @ S. Lamar,Henderson & 9th,35,30.264459999999996,-97.75665,30.272170000000003,-97.75246
679,Guadalupe & 21st,Henderson & 9th,25,30.28395,-97.74198,30.272170000000003,-97.75246
745,Sterzing at Barton Springs,Henderson & 9th,22,30.264059999999997,-97.76385,30.272170000000003,-97.75246
712,City Hall / Lavaca & 2nd,Henderson & 9th,23,30.26476,-97.74678,30.272170000000003,-97.75246
491,3rd & West,Henderson & 9th,35,30.2678,-97.75189,30.272170000000003,-97.75246
222,Henderson & 9th,Henderson & 9th,69,30.272170000000003,-97.75246,30.272170000000003,-97.75246
510,Riverside @ S. Lamar,Convention Center / 3rd & Trinity,33,30.264459999999996,-97.75665,30.264259999999997,-97.74023000000001
751,Zilker Park,Convention Center / 3rd & Trinity,22,30.2659,-97.76822,30.264259999999997,-97.74023000000001
159,Rainey St @ Cummings,Convention Center / 3rd & Trinity,95,30.25579,-97.73982,30.264259999999997,-97.74023000000001
366,Pfluger Bridge @ W 2nd Street,Convention Center / 3rd & Trinity,45,30.26717,-97.75484,30.264259999999997,-97.74023000000001
357,Palmer Auditorium,Convention Center / 3rd & Trinity,46,30.25971,-97.75346,30.264259999999997,-97.74023000000001
658,South Congress & Barton Springs at the Austin American-Statesman,Convention Center / 3rd & Trinity,26,30.258390000000002,-97.74592,30.264259999999997,-97.74023000000001
586,Long Center @ South 1st & Riverside,Convention Center / 3rd & Trinity,29,30.25941,-97.74971,30.264259999999997,-97.74023000000001
413,2nd & Congress,Convention Center / 3rd & Trinity,41,30.26408,-97.74355,30.264259999999997,-97.74023000000001
582,Plaza Saltillo,Convention Center / 3rd & Trinity,29,30.26217,-97.72743,30.264259999999997,-97.74023000000001
455,City Hall / Lavaca & 2nd,Convention Center / 3rd & Trinity,38,30.26476,-97.74678,30.264259999999997,-97.74023000000001
460,Davis at Rainey Street,Convention Center / 3rd & Trinity,37,30.26019,-97.73845,30.264259999999997,-97.74023000000001
272,3rd & West,Convention Center / 3rd & Trinity,57,30.2678,-97.75189,30.264259999999997,-97.74023000000001
102,Convention Center / 3rd & Trinity,Convention Center / 3rd & Trinity,148,30.264259999999997,-97.74023000000001,30.264259999999997,-97.74023000000001
646,Red River/Cesar Chavez @ The Fairmont,Convention Center / 3rd & Trinity,26,30.26212,-97.73815,30.264259999999997,-97.74023000000001
574,5th & Bowie,Convention Center / 3rd & Trinity,29,30.2696,-97.75332,30.264259999999997,-97.74023000000001
242,Nueces & 3rd,Convention Center / 3rd & Trinity,64,30.26697,-97.74929,30.264259999999997,-97.74023000000001
786,Red River & 8th Street,Convention Center / 3rd & Trinity,21,30.26854,-97.73646,30.264259999999997,-97.74023000000001
661,Barton Springs @ Kinney Ave,Convention Center / 3rd & Trinity,26,30.261999999999997,-97.76118000000001,30.264259999999997,-97.74023000000001
687,South Congress & James,Convention Center / 3rd & Trinity,25,30.25103,-97.74925999999999,30.264259999999997,-97.74023000000001
588,Riverside @ S. Lamar,Davis at Rainey Street,29,30.264459999999996,-97.75665,30.26019,-97.73845
417,Zilker Park,Davis at Rainey Street,40,30.2659,-97.76822,30.26019,-97.73845
527,Lakeshore @ Austin Hostel,Davis at Rainey Street,32,30.24472,-97.72336,30.26019,-97.73845
227,Rainey St @ Cummings,Davis at Rainey Street,67,30.25579,-97.73982,30.26019,-97.73845
605,Barton Springs Pool,Davis at Rainey Street,28,30.26452,-97.7712,30.26019,-97.73845
495,Pfluger Bridge @ W 2nd Street,Davis at Rainey Street,34,30.26717,-97.75484,30.26019,-97.73845
716,Congress & Cesar Chavez,Davis at Rainey Street,23,30.26332,-97.74508,30.26019,-97.73845
378,South Congress & Barton Springs at the Austin American-Statesman,Davis at Rainey Street,44,30.258390000000002,-97.74592,30.26019,-97.73845
318,2nd & Congress,Davis at Rainey Street,50,30.26408,-97.74355,30.26019,-97.73845
741,Boardwalk West,Davis at Rainey Street,22,30.25457,-97.74258,30.26019,-97.73845
226,City Hall / Lavaca & 2nd,Davis at Rainey Street,68,30.26476,-97.74678,30.26019,-97.73845
94,Davis at Rainey Street,Davis at Rainey Street,154,30.26019,-97.73845,30.26019,-97.73845
603,3rd & West,Davis at Rainey Street,28,30.2678,-97.75189,30.26019,-97.73845
370,Convention Center / 3rd & Trinity,Davis at Rainey Street,45,30.264259999999997,-97.74023000000001,30.26019,-97.73845
702,4th & Congress,Davis at Rainey Street,24,30.266340000000003,-97.74378,30.26019,-97.73845
386,Nueces & 3rd,Davis at Rainey Street,43,30.26697,-97.74929,30.26019,-97.73845
333,Red River & 8th Street,Davis at Rainey Street,49,30.26854,-97.73646,30.26019,-97.73845
673,South Congress & James,Davis at Rainey Street,25,30.25103,-97.74925999999999,30.26019,-97.73845
414,Brazos & 6th,Davis at Rainey Street,41,30.267540000000004,-97.74154,30.26019,-97.73845
785,South Congress @ Bouldin Creek,Davis at Rainey Street,21,30.25495,-97.74755,30.26019,-97.73845
728,Trinity & 6th Street,Davis at Rainey Street,23,30.26735,-97.73933000000001,30.26019,-97.73845
556,Convention Center / 4th St. @ MetroRail,Davis at Rainey Street,30,30.26483,-97.73899999999999,30.26019,-97.73845
601,Riverside @ S. Lamar,Barton Springs @ Kinney Ave,28,30.264459999999996,-97.75665,30.261999999999997,-97.76118000000001
187,Zilker Park,Barton Springs @ Kinney Ave,82,30.2659,-97.76822,30.261999999999997,-97.76118000000001
793,MoPac Pedestrian Bridge @ Veterans Drive,Barton Springs @ Kinney Ave,21,30.274659999999997,-97.77028,30.261999999999997,-97.76118000000001
379,Barton Springs Pool,Barton Springs @ Kinney Ave,44,30.26452,-97.7712,30.261999999999997,-97.76118000000001
351,Pfluger Bridge @ W 2nd Street,Barton Springs @ Kinney Ave,46,30.26717,-97.75484,30.261999999999997,-97.76118000000001
338,Palmer Auditorium,Barton Springs @ Kinney Ave,48,30.25971,-97.75346,30.261999999999997,-97.76118000000001
422,Sterzing at Barton Springs,Barton Springs @ Kinney Ave,40,30.264059999999997,-97.76385,30.261999999999997,-97.76118000000001
529,Long Center @ South 1st & Riverside,Barton Springs @ Kinney Ave,32,30.25941,-97.74971,30.261999999999997,-97.76118000000001
138,3rd & West,Barton Springs @ Kinney Ave,106,30.2678,-97.75189,30.261999999999997,-97.76118000000001
