,checkout_kiosk,return_kiosk,trip_count,checkout_lat,checkout_long,return_lat,return_long
753,4th & Congress,Barton Springs @ Kinney Ave,22,30.266340000000003,-97.74378,30.261999999999997,-97.76118000000001
730,Nueces & 3rd,Barton Springs @ Kinney Ave,23,30.26697,-97.74929,30.261999999999997,-97.76118000000001
166,Barton Springs @ Kinney Ave,Barton Springs @ Kinney Ave,93,30.261999999999997,-97.76118000000001,30.261999999999997,-97.76118000000001
389,Hollow Creek & Barton Hills,Barton Springs @ Kinney Ave,43,30.261390000000002,-97.77234,30.261999999999997,-97.76118000000001
665,Riverside @ S. Lamar,Republic Square @ 5th & Guadalupe,25,30.264459999999996,-97.75665,30.267529999999997,-97.74805
615,Pfluger Bridge @ W 2nd Street,Republic Square @ 5th & Guadalupe,28,30.26717,-97.75484,30.267529999999997,-97.74805
215,Long Center @ South 1st & Riverside,Republic Square @ 5th & Guadalupe,72,30.25941,-97.74971,30.267529999999997,-97.74805
315,Republic Square @ 5th & Guadalupe,Republic Square @ 5th & Guadalupe,51,30.267529999999997,-97.74805,30.267529999999997,-97.74805
631,3rd & West,Republic Square @ 5th & Guadalupe,27,30.2678,-97.75189,30.267529999999997,-97.74805
545,5th & Bowie,Republic Square @ 5th & Guadalupe,31,30.2696,-97.75332,30.267529999999997,-97.74805
666,Riverside @ S. Lamar,Hollow Creek & Barton Hills,25,30.264459999999996,-97.75665,30.261390000000002,-97.77234
555,Pfluger Bridge @ W 2nd Street,Hollow Creek & Barton Hills,30,30.26717,-97.75484,30.261390000000002,-97.77234
355,Sterzing at Barton Springs,Hollow Creek & Barton Hills,46,30.264059999999997,-97.76385,30.261390000000002,-97.77234
452,Barton Springs @ Kinney Ave,Hollow Creek & Barton Hills,38,30.261999999999997,-97.76118000000001,30.261390000000002,-97.77234
249,Hollow Creek & Barton Hills,Hollow Creek & Barton Hills,62,30.261390000000002,-97.77234,30.261390000000002,-97.77234
686,Riverside @ S. Lamar,2nd & Congress,25,30.264459999999996,-97.75665,30.26408,-97.74355
505,Zilker Park,2nd & Congress,33,30.2659,-97.76822,30.26408,-97.74355
754,MoPac Pedestrian Bridge @ Veterans Drive,2nd & Congress,22,30.274659999999997,-97.77028,30.26408,-97.74355
247,Rainey St @ Cummings,2nd & Congress,63,30.25579,-97.73982,30.26408,-97.74355
640,Barton Springs Pool,2nd & Congress,27,30.26452,-97.7712,30.26408,-97.74355
560,Pfluger Bridge @ W 2nd Street,2nd & Congress,30,30.26717,-97.75484,30.26408,-97.74355
499,Palmer Auditorium,2nd & Congress,33,30.25971,-97.75346,30.26408,-97.74355
105,South Congress & Barton Springs at the Austin American-Statesman,2nd & Congress,143,30.258390000000002,-97.74592,30.26408,-97.74355
575,Sterzing at Barton Springs,2nd & Congress,29,30.264059999999997,-97.76385,30.26408,-97.74355
592,Long Center @ South 1st & Riverside,2nd & Congress,29,30.25941,-97.74971,30.26408,-97.74355
52,2nd & Congress,2nd & Congress,273,30.26408,-97.74355,30.26408,-97.74355
305,Capitol Station / Congress & 11th,2nd & Congress,53,30.2726,-97.74127,30.26408,-97.74355
353,Davis at Rainey Street,2nd & Congress,46,30.26019,-97.73845,30.26408,-97.74355
232,3rd & West,2nd & Congress,67,30.2678,-97.75189,30.26408,-97.74355
547,Convention Center / 3rd & Trinity,2nd & Congress,31,30.264259999999997,-97.74023000000001,30.26408,-97.74355
561,5th & Bowie,2nd & Congress,30,30.2696,-97.75332,30.26408,-97.74355
145,South Congress & Elizabeth,2nd & Congress,102,30.24891,-97.75019,30.26408,-97.74355
680,Nueces & 3rd,2nd & Congress,25,30.26697,-97.74929,30.26408,-97.74355
171,South Congress & James,2nd & Congress,91,30.25103,-97.74925999999999,30.26408,-97.74355
236,South Congress & Academy,2nd & Congress,65,30.252259999999996,-97.74854,30.26408,-97.74355
421,Trinity & 6th Street,2nd & Congress,40,30.26735,-97.73933000000001,30.26408,-97.74355
416,Convention Center / 4th St. @ MetroRail,2nd & Congress,40,30.26483,-97.73899999999999,30.26408,-97.74355
771,Riverside @ S. Lamar,South Congress & Academy,21,30.264459999999996,-97.75665,30.252259999999996,-97.74854
688,Zilker Park,South Congress & Academy,24,30.2659,-97.76822,30.252259999999996,-97.74854
551,Rainey St @ Cummings,South Congress & Academy,31,30.25579,-97.73982,30.252259999999996,-97.74854
636,Palmer Auditorium,South Congress & Academy,27,30.25971,-97.75346,30.252259999999996,-97.74854
271,Congress & Cesar Chavez,South Congress & Academy,57,30.26332,-97.74508,30.252259999999996,-97.74854
356,South Congress & Barton Springs at the Austin American-Statesman,South Congress & Academy,46,30.258390000000002,-97.74592,30.252259999999996,-97.74854
639,Sterzing at Barton Springs,South Congress & Academy,27,30.264059999999997,-97.76385,30.252259999999996,-97.74854
567,2nd & Congress,South Congress & Academy,30,30.26408,-97.74355,30.252259999999996,-97.74854
579,Capitol Station / Congress & 11th,South Congress & Academy,29,30.2726,-97.74127,30.252259999999996,-97.74854
724,4th & Congress,South Congress & Academy,23,30.266340000000003,-97.74378,30.252259999999996,-97.74854
524,South Congress & Academy,South Congress & Academy,32,30.252259999999996,-97.74854,30.252259999999996,-97.74854
523,Zilker Park,South Congress & James,32,30.2659,-97.76822,30.25103,-97.74925999999999
742,Lakeshore @ Austin Hostel,South Congress & James,22,30.24472,-97.72336,30.25103,-97.74925999999999
722,Barton Springs Pool,South Congress & James,23,30.26452,-97.7712,30.25103,-97.74925999999999
325,Congress & Cesar Chavez,South Congress & James,50,30.26332,-97.74508,30.25103,-97.74925999999999
169,South Congress & Barton Springs at the Austin American-Statesman,South Congress & James,91,30.258390000000002,-97.74592,30.25103,-97.74925999999999
699,Sterzing at Barton Springs,South Congress & James,24,30.264059999999997,-97.76385,30.25103,-97.74925999999999
365,2nd & Congress,South Congress & James,45,30.26408,-97.74355,30.25103,-97.74925999999999
532,Capitol Station / Congress & 11th,South Congress & James,32,30.2726,-97.74127,30.25103,-97.74925999999999
795,Davis at Rainey Street,South Congress & James,21,30.26019,-97.73845,30.25103,-97.74925999999999
321,4th & Congress,South Congress & James,50,30.266340000000003,-97.74378,30.25103,-97.74925999999999
188,South Congress & James,South Congress & James,81,30.25103,-97.74925999999999,30.25103,-97.74925999999999
759,Zilker Park,4th & Congress,22,30.2659,-97.76822,30.266340000000003,-97.74378
276,Rainey St @ Cummings,4th & Congress,56,30.25579,-97.73982,30.266340000000003,-97.74378
87,Pfluger Bridge @ W 2nd Street,4th & Congress,168,30.26717,-97.75484,30.266340000000003,-97.74378
733,South Congress & Barton Springs at the Austin American-Statesman,4th & Congress,23,30.258390000000002,-97.74592,30.266340000000003,-97.74378
758,Long Center @ South 1st & Riverside,4th & Congress,22,30.25941,-97.74971,30.266340000000003,-97.74378
544,Capitol Station / Congress & 11th,4th & Congress,31,30.2726,-97.74127,30.266340000000003,-97.74378
199,8th & Congress,4th & Congress,78,30.2698,-97.74186,30.266340000000003,-97.74378
772,Davis at Rainey Street,4th & Congress,21,30.26019,-97.73845,30.266340000000003,-97.74378
108,3rd & West,4th & Congress,140,30.2678,-97.75189,30.266340000000003,-97.74378
220,4th & Congress,4th & Congress,71,30.266340000000003,-97.74378,30.266340000000003,-97.74378
678,6th & Congress,4th & Congress,25,30.26822,-97.74285,30.266340000000003,-97.74378
298,5th & Bowie,4th & Congress,53,30.2696,-97.75332,30.266340000000003,-97.74378
456,South Congress & Elizabeth,4th & Congress,38,30.24891,-97.75019,30.266340000000003,-97.74378
340,Nueces & 3rd,4th & Congress,48,30.26697,-97.74929,30.266340000000003,-97.74378
597,South Congress & James,4th & Congress,29,30.25103,-97.74925999999999,30.266340000000003,-97.74378
160,Rainey St @ Cummings,Brazos & 6th,95,30.25579,-97.73982,30.267540000000004,-97.74154
738,Pfluger Bridge @ W 2nd Street,Brazos & 6th,22,30.26717,-97.75484,30.267540000000004,-97.74154
651,2nd & Congress,Brazos & 6th,26,30.26408,-97.74355,30.267540000000004,-97.74154
620,Capitol Station / Congress & 11th,Brazos & 6th,28,30.2726,-97.74127,30.267540000000004,-97.74154
736,Plaza Saltillo,Brazos & 6th,22,30.26217,-97.72743,30.267540000000004,-97.74154
463,City Hall / Lavaca & 2nd,Brazos & 6th,37,30.26476,-97.74678,30.267540000000004,-97.74154
710,Republic Square @ 5th & Guadalupe,Brazos & 6th,23,30.267529999999997,-97.74805,30.267540000000004,-97.74154
309,Davis at Rainey Street,Brazos & 6th,52,30.26019,-97.73845,30.267540000000004,-97.74154
700,6th & Chalmers,Brazos & 6th,24,30.262690000000003,-97.72438000000001,30.267540000000004,-97.74154
721,Red River/Cesar Chavez @ The Fairmont,Brazos & 6th,23,30.26212,-97.73815,30.267540000000004,-97.74154
204,Nueces & 3rd,Brazos & 6th,75,30.26697,-97.74929,30.267540000000004,-97.74154
291,Brazos & 6th,Brazos & 6th,54,30.267540000000004,-97.74154,30.267540000000004,-97.74154
395,Rainey St @ Cummings,Red River/Cesar Chavez @ The Fairmont,42,30.25579,-97.73982,30.26212,-97.73815
644,11th & Salina,Red River/Cesar Chavez @ The Fairmont,27,30.266379999999998,-97.7214,30.26212,-97.73815
598,Davis at Rainey Street,Red River/Cesar Chavez @ The Fairmont,28,30.26019,-97.73845,30.26212,-97.73815
115,Red River/Cesar Chavez @ The Fairmont,Red River/Cesar Chavez @ The Fairmont,129,30.26212,-97.73815,30.26212,-97.73815
511,Rainey St @ Cummings,Plaza Saltillo,33,30.25579,-97.73982,30.26217,-97.72743
732,Palmer Auditorium,Plaza Saltillo,23,30.25971,-97.75346,30.26217,-97.72743
435,2nd & Congress,Plaza Saltillo,39,30.26408,-97.74355,30.26217,-97.72743
97,8th & Congress,Plaza Saltillo,152,30.2698,-97.74186,30.26217,-97.72743
376,Plaza Saltillo,Plaza Saltillo,44,30.26217,-97.72743,30.26217,-97.72743
570,City Hall / Lavaca & 2nd,Plaza Saltillo,30,30.26476,-97.74678,30.26217,-97.72743
682,Davis at Rainey Street,Plaza Saltillo,25,30.26019,-97.73845,30.26217,-97.72743
329,3rd & West,Plaza Saltillo,49,30.2678,-97.75189,30.26217,-97.72743
528,Convention Center / 3rd & Trinity,Plaza Saltillo,32,30.264259999999997,-97.74023000000001,30.26217,-97.72743
610,4th & Congress,Plaza Saltillo,28,30.266340000000003,-97.74378,30.26217,-97.72743
764,6th & Congress,Plaza Saltillo,22,30.26822,-97.74285,30.26217,-97.72743
565,5th & Bowie,Plaza Saltillo,30,30.2696,-97.75332,30.26217,-97.72743
263,Nueces & 3rd,Plaza Saltillo,58,30.26697,-97.74929,30.26217,-97.72743
697,Red River & 8th Street,Plaza Saltillo,24,30.26854,-97.73646,30.26217,-97.72743
296,East 6th & Pedernales St.,Plaza Saltillo,54,30.25895,-97.71475,30.26217,-97.72743
543,Convention Center / 4th St. @ MetroRail,Plaza Saltillo,31,30.26483,-97.73899999999999,30.26217,-97.72743
657,Capital Metro HQ - East 5th at Broadway,Plaza Saltillo,26,30.2563,-97.71007,30.26217,-97.72743
540,East 6th at Robert Martinez,Plaza Saltillo,31,30.26032,-97.71899,30.26217,-97.72743
591,Rainey St @ Cummings,Convention Center / 4th St. @ MetroRail,29,30.25579,-97.73982,30.26483,-97.73899999999999
709,Pfluger Bridge @ W 2nd Street,Convention Center / 4th St. @ MetroRail,24,30.26717,-97.75484,30.26483,-97.73899999999999
399,South Congress & Barton Springs at the Austin American-Statesman,Convention Center / 4th St. @ MetroRail,42,30.258390000000002,-97.74592,30.26483,-97.73899999999999
431,Long Center @ South 1st & Riverside,Convention Center / 4th St. @ MetroRail,40,30.25941,-97.74971,30.26483,-97.73899999999999
391,2nd & Congress,Convention Center / 4th St. @ MetroRail,42,30.26408,-97.74355,30.26483,-97.73899999999999
606,8th & Congress,Convention Center / 4th St. @ MetroRail,28,30.2698,-97.74186,30.26483,-97.73899999999999
482,Plaza Saltillo,Convention Center / 4th St. @ MetroRail,35,30.26217,-97.72743,30.26483,-97.73899999999999
760,City Hall / Lavaca & 2nd,Convention Center / 4th St. @ MetroRail,22,30.26476,-97.74678,30.26483,-97.73899999999999
293,Nueces & 3rd,Convention Center / 4th St. @ MetroRail,54,30.26697,-97.74929,30.26483,-97.73899999999999
553,East 4th & Chicon,Convention Center / 4th St. @ MetroRail,30,30.259870000000003,-97.72373,30.26483,-97.73899999999999
306,Convention Center / 4th St. @ MetroRail,Convention Center / 4th St. @ MetroRail,53,30.26483,-97.73899999999999,30.26483,-97.73899999999999
681,Rainey St @ Cummings,6th & Congress,25,30.25579,-97.73982,30.26822,-97.74285
288,Pfluger Bridge @ W 2nd Street,6th & Congress,54,30.26717,-97.75484,30.26822,-97.74285
577,Palmer Auditorium,6th & Congress,29,30.25971,-97.75346,30.26822,-97.74285
729,Long Center @ South 1st & Riverside,6th & Congress,23,30.25941,-97.74971,30.26822,-97.74285
221,Capitol Station / Congress & 11th,6th & Congress,70,30.2726,-97.74127,30.26822,-97.74285
300,8th & Congress,6th & Congress,53,30.2698,-97.74186,30.26822,-97.74285
487,Davis at Rainey Street,6th & Congress,35,30.26019,-97.73845,30.26822,-97.74285
303,3rd & West,6th & Congress,53,30.2678,-97.75189,30.26822,-97.74285
109,6th & Chalmers,6th & Congress,139,30.262690000000003,-97.72438000000001,30.26822,-97.74285
167,6th & Congress,6th & Congress,92,30.26822,-97.74285,30.26822,-97.74285
179,5th & Bowie,6th & Congress,84,30.2696,-97.75332,30.26822,-97.74285
557,Nueces & 3rd,6th & Congress,30,30.26697,-97.74929,30.26822,-97.74285
638,South Congress & James,6th & Congress,27,30.25103,-97.74925999999999,30.26822,-97.74285
746,Trinity & 6th Street,6th & Congress,22,30.26735,-97.73933000000001,30.26822,-97.74285
767,Medina & East 6th,6th & Congress,22,30.26455,-97.73165,30.26822,-97.74285
756,Rainey St @ Cummings,East 2nd & Pedernales,22,30.25579,-97.73982,30.25542,-97.71665
774,6th & Chalmers,East 2nd & Pedernales,21,30.262690000000003,-97.72438000000001,30.25542,-97.71665
404,East 2nd & Pedernales,East 2nd & Pedernales,41,30.25542,-97.71665,30.25542,-97.71665
796,Rainey St @ Cummings,East 4th & Chicon,21,30.25579,-97.73982,30.259870000000003,-97.72373
744,Nash Hernandez @ RBJ South,East 4th & Chicon,22,30.251890000000003,-97.73323,30.259870000000003,-97.72373
398,3rd & West,East 4th & Chicon,42,30.2678,-97.75189,30.259870000000003,-97.72373
397,East 4th & Chicon,East 4th & Chicon,42,30.259870000000003,-97.72373,30.259870000000003,-97.72373
692,Guadalupe & 21st,5th & Campbell,24,30.28395,-97.74198,30.274890000000003,-97.76483
622,3rd & West,5th & Campbell,28,30.2678,-97.75189,30.274890000000003,-97.76483
649,Lake Austin Blvd @ Deep Eddy,5th & Campbell,26,30.27807,-97.77271999999999,30.274890000000003,-97.76483
393,5th & Campbell,5th & Campbell,42,30.274890000000003,-97.76483,30.274890000000003,-97.76483
572,Pfluger Bridge @ W 2nd Street,Trinity & 6th Street,30,30.26717,-97.75484,30.26735,-97.73933000000001
490,2nd & Congress,Trinity & 6th Street,35,30.26408,-97.74355,30.26735,-97.73933000000001
317,Davis at Rainey Street,Trinity & 6th Street,50,30.26019,-97.73845,30.26735,-97.73933000000001
301,Trinity & 6th Street,Trinity & 6th Street,53,30.26735,-97.73933000000001,30.26735,-97.73933000000001
654,Pfluger Bridge @ W 2nd Street,Lake Austin Blvd @ Deep Eddy,26,30.26717,-97.75484,30.27807,-97.77271999999999
182,Lake Austin Blvd @ Deep Eddy,Lake Austin Blvd @ Deep Eddy,83,30.27807,-97.77271999999999,30.27807,-97.77271999999999
698,5th & Campbell,Lake Austin Blvd @ Deep Eddy,24,30.274890000000003,-97.76483,30.27807,-97.77271999999999
648,Palmer Auditorium,South Congress & Elizabeth,26,30.25971,-97.75346,30.24891,-97.75019
513,Congress & Cesar Chavez,South Congress & Elizabeth,33,30.26332,-97.74508,30.24891,-97.75019
314,South Congress & Barton Springs at the Austin American-Statesman,South Congress & Elizabeth,51,30.258390000000002,-97.74592,30.24891,-97.75019
717,Sterzing at Barton Springs,South Congress & Elizabeth,23,30.264059999999997,-97.76385,30.24891,-97.75019
526,Long Center @ South 1st & Riverside,South Congress & Elizabeth,32,30.25941,-97.74971,30.24891,-97.75019
587,2nd & Congress,South Congress & Elizabeth,29,30.26408,-97.74355,30.24891,-97.75019
798,4th & Congress,South Congress & Elizabeth,21,30.266340000000003,-97.74378,30.24891,-97.75019
599,6th & Congress,South Congress & Elizabeth,28,30.26822,-97.74285,30.24891,-97.75019
408,South Congress & Elizabeth,South Congress & Elizabeth,41,30.24891,-97.75019,30.24891,-97.75019
672,South Congress @ Bouldin Creek,South Congress & Elizabeth,25,30.25495,-97.74755,30.24891,-97.75019
589,South Congress & Barton Springs at the Austin American-Statesman,South Congress @ Bouldin Creek,29,30.258390000000002,-97.74592,30.25495,-97.74755
564,South Congress & James,South Congress @ Bouldin Creek,30,30.25103,-97.74925999999999,30.25495,-97.74755
258,South Congress @ Bouldin Creek,South Congress @ Bouldin Creek,59,30.25495,-97.74755,30.25495,-97.74755
474,11th & Salina,Rosewood & Chicon,36,30.266379999999998,-97.7214,30.26969,-97.71873000000001
569,11th & Salina,6th & Chalmers,30,30.266379999999998,-97.7214,30.262690000000003,-97.72438000000001
345,6th & Chalmers,6th & Chalmers,47,30.262690000000003,-97.72438000000001,30.262690000000003,-97.72438000000001
161,6th & Congress,6th & Chalmers,95,30.26822,-97.74285,30.262690000000003,-97.72438000000001
518,East 6th & Pedernales St.,6th & Chalmers,32,30.25895,-97.71475,30.262690000000003,-97.72438000000001
461,Long Center @ South 1st & Riverside,East 6th at Robert Martinez,37,30.25941,-97.74971,30.26032,-97.71899
782,Plaza Saltillo,East 6th at Robert Martinez,21,30.26217,-97.72743,30.26032,-97.71899
438,East 6th at Robert Martinez,East 6th at Robert Martinez,39,30.26032,-97.71899,30.26032,-97.71899
783,2nd & Congress,Red River & 8th Street,21,30.26408,-97.74355,30.26854,-97.73646
768,Plaza Saltillo,Red River & 8th Street,22,30.26217,-97.72743,30.26854,-97.73646
385,Davis at Rainey Street,Red River & 8th Street,43,30.26019,-97.73845,30.26854,-97.73646
600,Red River/Cesar Chavez @ The Fairmont,Red River & 8th Street,28,30.26212,-97.73815,30.26854,-97.73646
165,Red River & 8th Street,Red River & 8th Street,93,30.26854,-97.73646,30.26854,-97.73646
292,Plaza Saltillo,East 6th & Pedernales St.,54,30.26217,-97.72743,30.25895,-97.71475
537,6th & Chalmers,East 6th & Pedernales St.,31,30.262690000000003,-97.72438000000001,30.25895,-97.71475
668,5th & Bowie,East 6th & Pedernales St.,25,30.2696,-97.75332,30.25895,-97.71475
655,East 6th & Pedernales St.,East 6th & Pedernales St.,26,30.25895,-97.71475,30.25895,-97.71475
316,East 11th St. & San Marcos,10th & Red River,51,30.269679999999997,-97.73074,30.27024,-97.73578
779,11th & San Jacinto,10th & Red River,21,30.271929999999998,-97.73854,30.27024,-97.73578
500,10th & Red River,10th & Red River,33,30.27024,-97.73578,30.27024,-97.73578
720,Davis at Rainey Street,Medina & East 6th,23,30.26019,-97.73845,30.26455,-97.73165
425,Medina & East 6th,Medina & East 6th,40,30.26455,-97.73165,30.26455,-97.73165
719,3rd & West,West & 6th St.,23,30.2678,-97.75189,30.27041,-97.75046
412,West & 6th St.,West & 6th St.,41,30.27041,-97.75046,30.27041,-97.75046
713,8th & Lavaca,West & 6th St.,23,30.270590000000002,-97.74441,30.27041,-97.75046
694,Nueces & 3rd,Capital Metro HQ - East 5th at Broadway,24,30.26697,-97.74929,30.2563,-97.71007
337,Capital Metro HQ - East 5th at Broadway,Capital Metro HQ - East 5th at Broadway,48,30.2563,-97.71007,30.2563,-97.71007
703,Lake Austin Blvd @ Deep Eddy,Lake Austin & Enfield,24,30.27807,-97.77271999999999,30.294390000000003,-97.78375
396,Lake Austin & Enfield,Lake Austin & Enfield,42,30.294390000000003,-97.78375,30.294390000000003,-97.78375
436,11th & San Jacinto,11th & San Jacinto,39,30.271929999999998,-97.73854,30.271929999999998,-97.73854
581,8th & Lavaca,8th & Lavaca,29,30.270590000000002,-97.74441,30.270590000000002,-97.74441
472,East 11th St. at Victory Grill,East 11th St. at Victory Grill,36,30.268959999999996,-97.72843,30.268959999999996,-97.72843
731,13th & San Antonio,13th & San Antonio,23,30.276159999999997,-97.74488000000001,30.276159999999997,-97.74488000000001
683,Lavaca & 6th,Lavaca & 6th,25,30.268890000000003,-97.74525,30.268890000000003,-97.74525
683,Lavaca & 6th,Lavaca & 6th,25,30.268890000000003,-97.74525,30.269109999999998,-97.7462
683,Lavaca & 6th,Lavaca & 6th,25,30.269109999999998,-97.7462,30.268890000000003,-97.74525
683,Lavaca & 6th,Lavaca & 6th,25,30.269109999999998,-97.7462,30.269109999999998,-97.7462
